operacao,custo,total,media
5105,15109,64103485,12557.0
5106,15110,64118595,12557.5
5107,15111,64133706,12558.0
5108,15112,64148818,12558.5
5109,15113,64163931,12559.0
5110,15114,64179045,12559.5
5111,15115,64194160,12560.0
5112,15116,64209276,12560.5
5113,15117,64224393,12561.0
5114,15118,64239511,12561.5
5115,15119,64254630,12562.0
5116,15120,64269750,12562.5
5117,15121,64284871,12563.0
5118,15122,64299993,12563.5
5119,15123,64315116,12564.0
5120,15124,64330240,12564.5
5121,15125,64345365,12565.0
5122,15126,64360491,12565.5
5123,15127,64375618,12566.0
5124,15128,64390746,12566.5
5125,15129,64405875,12567.0
5126,15130,64421005,12567.5
5127,15131,64436136,12568.0
5128,15132,64451268,12568.5
5129,15133,64466401,12569.0
5130,15134,64481535,12569.5
5131,15135,64496670,12570.0
5132,15136,64511806,12570.5
5133,15137,64526943,12571.0
5134,15138,64542081,12571.5
5135,15139,64557220,12572.0
5136,15140,64572360,12572.5
5137,15141,64587501,12573.0
5138,15142,64602643,12573.5
5139,15143,64617786,12574.0
5140,15144,64632930,12574.5
5141,15145,64648075,12575.0
5142,15146,64663221,12575.5
5143,15147,64678368,12576.0
5144,15148,64693516,12576.5
5145,15149,64708665,12577.0
5146,15150,64723815,12577.5
5147,15151,64738966,12578.0
5148,15152,64754118,12578.5
5149,15153,64769271,12579.0
5150,15154,64784425,12579.5
5151,15155,64799580,12580.0
5152,15156,64814736,12580.5
5153,15157,64829893,12581.0
5154,15158,64845051,12581.5
5155,15159,64860210,12582.0
5156,15160,64875370,12582.5
5157,15161,64890531,12583.0
5158,15162,64905693,12583.5
5159,15163,64920856,12584.0
5160,15164,64936020,12584.5
5161,15165,64951185,12585.0
5162,15166,64966351,12585.5
5163,15167,64981518,12586.0
5164,15168,64996686,12586.5
5165,15169,65011855,12587.0
5166,15170,65027025,12587.5
5167,15171,65042196,12588.0
5168,15172,65057368,12588.5
5169,15173,65072541,12589.0
5170,15174,65087715,12589.5
5171,15175,65102890,12590.0
5172,15176,65118066,12590.5
5173,15177,65133243,12591.0
5174,15178,65148421,12591.5
5175,15179,65163600,12592.0
5176,15180,65178780,12592.5
5177,15181,65193961,12593.0
5178,15182,65209143,12593.5
5179,15183,65224326,12594.0
5180,15184,65239510,12594.5
5181,15185,65254695,12595.0
5182,15186,65269881,12595.5
5183,15187,65285068,12596.0
5184,15188,65300256,12596.5
5185,15189,65315445,12597.0
5186,15190,65330635,12597.5
5187,15191,65345826,12598.0
5188,15192,65361018,12598.5
5189,15193,65376211,12599.0
5190,15194,65391405,12599.5
5191,15195,65406600,12600.0
5192,15196,65421796,12600.5
5193,15197,65436993,12601.0
5194,15198,65452191,12601.5
5195,15199,65467390,12602.0
5196,15200,65482590,12602.5
5197,15201,65497791,12603.0
5198,15202,65512993,12603.5
5199,15203,65528196,12604.0
5200,15204,65543400,12604.5
5201,15205,65558605,12605.0
5202,15206,65573811,12605.5
5203,15207,65589018,12606.0
5204,15208,65604226,12606.5
5205,15209,65619435,12607.0
5206,15210,65634645,12607.5
5207,15211,65649856,12608.0
5208,15212,65665068,12608.5
5209,15213,65680281,12609.0
5210,15214,65695495,12609.5
5211,15215,65710710,12610.0
5212,15216,65725926,12610.5
5213,15217,65741143,12611.0
5214,15218,65756361,12611.5
5215,15219,65771580,12612.0
5216,15220,65786800,12612.5
5217,15221,65802021,12613.0
5218,15222,65817243,12613.5
5219,15223,65832466,12614.0
5220,15224,65847690,12614.5
5221,15225,65862915,12615.0
5222,15226,65878141,12615.5
5223,15227,65893368,12616.0
5224,15228,65908596,12616.5
5225,15229,65923825,12617.0
5226,15230,65939055,12617.5
5227,15231,65954286,12618.0
5228,15232,65969518,12618.5
5229,15233,65984751,12619.0
5230,15234,65999985,12619.5
5231,15235,66015220,12620.0
5232,15236,66030456,12620.5
5233,15237,66045693,12621.0
5234,15238,66060931,12621.5
5235,15239,66076170,12622.0
5236,15240,66091410,12622.5
5237,15241,66106651,12623.0
5238,15242,66121893,12623.5
5239,15243,66137136,12624.0
5240,15244,66152380,12624.5
5241,15245,66167625,12625.0
5242,15246,66182871,12625.5
5243,15247,66198118,12626.0
5244,15248,66213366,12626.5
5245,15249,66228615,12627.0
5246,15250,66243865,12627.5
5247,15251,66259116,12628.0
5248,15252,66274368,12628.5
5249,15253,66289621,12629.0
5250,15254,66304875,12629.5
5251,15255,66320130,12630.0
5252,15256,66335386,12630.5
5253,15257,66350643,12631.0
5254,15258,66365901,12631.5
5255,15259,66381160,12632.0
5256,15260,66396420,12632.5
5257,15261,66411681,12633.0
5258,15262,66426943,12633.5
5259,15263,66442206,12634.0
5260,15264,66457470,12634.5
5261,15265,66472735,12635.0
5262,15266,66488001,12635.5
5263,15267,66503268,12636.0
5264,15268,66518536,12636.5
5265,15269,66533805,12637.0
5266,15270,66549075,12637.5
5267,15271,66564346,12638.0
5268,15272,66579618,12638.5
5269,15273,66594891,12639.0
5270,15274,66610165,12639.5
5271,15275,66625440,12640.0
5272,15276,66640716,12640.5
5273,15277,66655993,12641.0
5274,15278,66671271,12641.5
5275,15279,66686550,12642.0
5276,15280,66701830,12642.5
5277,15281,66717111,12643.0
5278,15282,66732393,12643.5
5279,15283,66747676,12644.0
5280,15284,66762960,12644.5
5281,15285,66778245,12645.0
5282,15286,66793531,12645.5
5283,15287,66808818,12646.0
5284,15288,66824106,12646.5
5285,15289,66839395,12647.0
5286,15290,66854685,12647.5
5287,15291,66869976,12648.0
5288,15292,66885268,12648.5
5289,15293,66900561,12649.0
5290,15294,66915855,12649.5
5291,15295,66931150,12650.0
5292,15296,66946446,12650.5
5293,15297,66961743,12651.0
5294,15298,66977041,12651.5
5295,15299,66992340,12652.0
5296,15300,67007640,12652.5
5297,15301,67022941,12653.0
5298,15302,67038243,12653.5
5299,15303,67053546,12654.0
5300,15304,67068850,12654.5
5301,15305,67084155,12655.0
5302,15306,67099461,12655.5
5303,15307,67114768,12656.0
5304,15308,67130076,12656.5
5305,15309,67145385,12657.0
5306,15310,67160695,12657.5
5307,15311,67176006,12658.0
5308,15312,67191318,12658.5
5309,15313,67206631,12659.0
5310,15314,67221945,12659.5
5311,15315,67237260,12660.0
5312,15316,67252576,12660.5
5313,15317,67267893,12661.0
5314,15318,67283211,12661.5
5315,15319,67298530,12662.0
5316,15320,67313850,12662.5
5317,15321,67329171,12663.0
5318,15322,67344493,12663.5
5319,15323,67359816,12664.0
5320,15324,67375140,12664.5
5321,15325,67390465,12665.0
5322,15326,67405791,12665.5
5323,15327,67421118,12666.0
5324,15328,67436446,12666.5
5325,15329,67451775,12667.0
5326,15330,67467105,12667.5
5327,15331,67482436,12668.0
5328,15332,67497768,12668.5
5329,15333,67513101,12669.0
5330,15334,67528435,12669.5
5331,15335,67543770,12670.0
5332,15336,67559106,12670.5
5333,15337,67574443,12671.0
5334,15338,67589781,12671.5
5335,15339,67605120,12672.0
5336,15340,67620460,12672.5
5337,15341,67635801,12673.0
5338,15342,67651143,12673.5
5339,15343,67666486,12674.0
5340,15344,67681830,12674.5
5341,15345,67697175,12675.0
5342,15346,67712521,12675.5
5343,15347,67727868,12676.0
5344,15348,67743216,12676.5
5345,15349,67758565,12677.0
5346,15350,67773915,12677.5
5347,15351,67789266,12678.0
5348,15352,67804618,12678.5
5349,15353,67819971,12679.0
5350,15354,67835325,12679.5
5351,15355,67850680,12680.0
5352,15356,67866036,12680.5
5353,15357,67881393,12681.0
5354,15358,67896751,12681.5
5355,15359,67912110,12682.0
5356,15360,67927470,12682.5
5357,15361,67942831,12683.0
5358,15362,67958193,12683.5
5359,15363,67973556,12684.0
5360,15364,67988920,12684.5
5361,15365,68004285,12685.0
5362,15366,68019651,12685.5
5363,15367,68035018,12686.0
5364,15368,68050386,12686.5
5365,15369,68065755,12687.0
5366,15370,68081125,12687.5
5367,15371,68096496,12688.0
5368,15372,68111868,12688.5
5369,15373,68127241,12689.0
5370,15374,68142615,12689.5
5371,15375,68157990,12690.0
5372,15376,68173366,12690.5
5373,15377,68188743,12691.0
5374,15378,68204121,12691.5
5375,15379,68219500,12692.0
5376,15380,68234880,12692.5
5377,15381,68250261,12693.0
5378,15382,68265643,12693.5
5379,15383,68281026,12694.0
5380,15384,68296410,12694.5
5381,15385,68311795,12695.0
5382,15386,68327181,12695.5
5383,15387,68342568,12696.0
5384,15388,68357956,12696.5
5385,15389,68373345,12697.0
5386,15390,68388735,12697.5
5387,15391,68404126,12698.0
5388,15392,68419518,12698.5
5389,15393,68434911,12699.0
5390,15394,68450305,12699.5
5391,15395,68465700,12700.0
5392,15396,68481096,12700.5
5393,15397,68496493,12701.0
5394,15398,68511891,12701.5
5395,15399,68527290,12702.0
5396,15400,68542690,12702.5
5397,15401,68558091,12703.0
5398,15402,68573493,12703.5
5399,15403,68588896,12704.0
5400,15404,68604300,12704.5
5401,15405,68619705,12705.0
5402,15406,68635111,12705.5
5403,15407,68650518,12706.0
5404,15408,68665926,12706.5
5405,15409,68681335,12707.0
5406,15410,68696745,12707.5
5407,15411,68712156,12708.0
5408,15412,68727568,12708.5
5409,15413,68742981,12709.0
5410,15414,68758395,12709.5
5411,15415,68773810,12710.0
5412,15416,68789226,12710.5
5413,15417,68804643,12711.0
5414,15418,68820061,12711.5
5415,15419,68835480,12712.0
5416,15420,68850900,12712.5
5417,15421,68866321,12713.0
5418,15422,68881743,12713.5
5419,15423,68897166,12714.0
5420,15424,68912590,12714.5
5421,15425,68928015,12715.0
5422,15426,68943441,12715.5
5423,15427,68958868,12716.0
5424,15428,68974296,12716.5
5425,15429,68989725,12717.0
5426,15430,69005155,12717.5
5427,15431,69020586,12718.0
5428,15432,69036018,12718.5
5429,15433,69051451,12719.0
5430,15434,69066885,12719.5
5431,15435,69082320,12720.0
5432,15436,69097756,12720.5
5433,15437,69113193,12721.0
5434,15438,69128631,12721.5
5435,15439,69144070,12722.0
5436,15440,69159510,12722.5
5437,15441,69174951,12723.0
5438,15442,69190393,12723.5
5439,15443,69205836,12724.0
5440,15444,69221280,12724.5
5441,15445,69236725,12725.0
5442,15446,69252171,12725.5
5443,15447,69267618,12726.0
5444,15448,69283066,12726.5
5445,15449,69298515,12727.0
5446,15450,69313965,12727.5
5447,15451,69329416,12728.0
5448,15452,69344868,12728.5
5449,15453,69360321,12729.0
5450,15454,69375775,12729.5
5451,15455,69391230,12730.0
5452,15456,69406686,12730.5
5453,15457,69422143,12731.0
5454,15458,69437601,12731.5
5455,15459,69453060,12732.0
5456,15460,69468520,12732.5
5457,15461,69483981,12733.0
5458,15462,69499443,12733.5
5459,15463,69514906,12734.0
5460,15464,69530370,12734.5
5461,15465,69545835,12735.0
5462,15466,69561301,12735.5
5463,15467,69576768,12736.0
5464,15468,69592236,12736.5
5465,15469,69607705,12737.0
5466,15470,69623175,12737.5
5467,15471,69638646,12738.0
5468,15472,69654118,12738.5
5469,15473,69669591,12739.0
5470,15474,69685065,12739.5
5471,15475,69700540,12740.0
5472,15476,69716016,12740.5
5473,15477,69731493,12741.0
5474,15478,69746971,12741.5
5475,15479,69762450,12742.0
5476,15480,69777930,12742.5
5477,15481,69793411,12743.0
5478,15482,69808893,12743.5
5479,15483,69824376,12744.0
5480,15484,69839860,12744.5
5481,15485,69855345,12745.0
5482,15486,69870831,12745.5
5483,15487,69886318,12746.0
5484,15488,69901806,12746.5
5485,15489,69917295,12747.0
5486,15490,69932785,12747.5
5487,15491,69948276,12748.0
5488,15492,69963768,12748.5
5489,15493,69979261,12749.0
5490,15494,69994755,12749.5
5491,15495,70010250,12750.0
5492,15496,70025746,12750.5
5493,15497,70041243,12751.0
5494,15498,70056741,12751.5
5495,15499,70072240,12752.0
5496,15500,70087740,12752.5
5497,15501,70103241,12753.0
5498,15502,70118743,12753.5
5499,15503,70134246,12754.0
5500,15504,70149750,12754.5
5501,15505,70165255,12755.0
5502,15506,70180761,12755.5
5503,15507,70196268,12756.0
5504,15508,70211776,12756.5
5505,15509,70227285,12757.0
5506,15510,70242795,12757.5
5507,15511,70258306,12758.0
5508,15512,70273818,12758.5
5509,15513,70289331,12759.0
5510,15514,70304845,12759.5
5511,15515,70320360,12760.0
5512,15516,70335876,12760.5
5513,15517,70351393,12761.0
5514,15518,70366911,12761.5
5515,15519,70382430,12762.0
5516,15520,70397950,12762.5
5517,15521,70413471,12763.0
5518,15522,70428993,12763.5
5519,15523,70444516,12764.0
5520,15524,70460040,12764.5
5521,15525,70475565,12765.0
5522,15526,70491091,12765.5
5523,15527,70506618,12766.0
5524,15528,70522146,12766.5
5525,15529,70537675,12767.0
5526,15530,70553205,12767.5
5527,15531,70568736,12768.0
5528,15532,70584268,12768.5
5529,15533,70599801,12769.0
5530,15534,70615335,12769.5
5531,15535,70630870,12770.0
5532,15536,70646406,12770.5
5533,15537,70661943,12771.0
5534,15538,70677481,12771.5
5535,15539,70693020,12772.0
5536,15540,70708560,12772.5
5537,15541,70724101,12773.0
5538,15542,70739643,12773.5
5539,15543,70755186,12774.0
5540,15544,70770730,12774.5
5541,15545,70786275,12775.0
5542,15546,70801821,12775.5
5543,15547,70817368,12776.0
5544,15548,70832916,12776.5
5545,15549,70848465,12777.0
5546,15550,70864015,12777.5
5547,15551,70879566,12778.0
5548,15552,70895118,12778.5
5549,15553,70910671,12779.0
5550,15554,70926225,12779.5
5551,15555,70941780,12780.0
5552,15556,70957336,12780.5
5553,15557,70972893,12781.0
5554,15558,70988451,12781.5
5555,15559,71004010,12782.0
5556,15560,71019570,12782.5
5557,15561,71035131,12783.0
5558,15562,71050693,12783.5
5559,15563,71066256,12784.0
5560,15564,71081820,12784.5
5561,15565,71097385,12785.0
5562,15566,71112951,12785.5
5563,15567,71128518,12786.0
5564,15568,71144086,12786.5
5565,15569,71159655,12787.0
5566,15570,71175225,12787.5
5567,15571,71190796,12788.0
5568,15572,71206368,12788.5
5569,15573,71221941,12789.0
5570,15574,71237515,12789.5
5571,15575,71253090,12790.0
5572,15576,71268666,12790.5
5573,15577,71284243,12791.0
5574,15578,71299821,12791.5
5575,15579,71315400,12792.0
5576,15580,71330980,12792.5
5577,15581,71346561,12793.0
5578,15582,71362143,12793.5
5579,15583,71377726,12794.0
5580,15584,71393310,12794.5
5581,15585,71408895,12795.0
5582,15586,71424481,12795.5
5583,15587,71440068,12796.0
5584,15588,71455656,12796.5
5585,15589,71471245,12797.0
5586,15590,71486835,12797.5
5587,15591,71502426,12798.0
5588,15592,71518018,12798.5
5589,15593,71533611,12799.0
5590,15594,71549205,12799.5
5591,15595,71564800,12800.0
5592,15596,71580396,12800.5
5593,15597,71595993,12801.0
5594,15598,71611591,12801.5
5595,15599,71627190,12802.0
5596,15600,71642790,12802.5
5597,15601,71658391,12803.0
5598,15602,71673993,12803.5
5599,15603,71689596,12804.0
5600,15604,71705200,12804.5
5601,15605,71720805,12805.0
5602,15606,71736411,12805.5
5603,15607,71752018,12806.0
5604,15608,71767626,12806.5
5605,15609,71783235,12807.0
5606,15610,71798845,12807.5
5607,15611,71814456,12808.0
5608,15612,71830068,12808.5
5609,15613,71845681,12809.0
5610,15614,71861295,12809.5
5611,15615,71876910,12810.0
5612,15616,71892526,12810.5
5613,15617,71908143,12811.0
5614,15618,71923761,12811.5
5615,15619,71939380,12812.0
5616,15620,71955000,12812.5
5617,15621,71970621,12813.0
5618,15622,71986243,12813.5
5619,15623,72001866,12814.0
5620,15624,72017490,12814.5
5621,15625,72033115,12815.0
5622,15626,72048741,12815.5
5623,15627,72064368,12816.0
5624,15628,72079996,12816.5
5625,15629,72095625,12817.0
5626,15630,72111255,12817.5
5627,15631,72126886,12818.0
5628,15632,72142518,12818.5
5629,15633,72158151,12819.0
5630,15634,72173785,12819.5
5631,15635,72189420,12820.0
5632,15636,72205056,12820.5
5633,15637,72220693,12821.0
5634,15638,72236331,12821.5
5635,15639,72251970,12822.0
5636,15640,72267610,12822.5
5637,15641,72283251,12823.0
5638,15642,72298893,12823.5
5639,15643,72314536,12824.0
5640,15644,72330180,12824.5
5641,15645,72345825,12825.0
5642,15646,72361471,12825.5
5643,15647,72377118,12826.0
5644,15648,72392766,12826.5
5645,15649,72408415,12827.0
5646,15650,72424065,12827.5
5647,15651,72439716,12828.0
5648,15652,72455368,12828.5
5649,15653,72471021,12829.0
5650,15654,72486675,12829.5
5651,15655,72502330,12830.0
5652,15656,72517986,12830.5
5653,15657,72533643,12831.0
5654,15658,72549301,12831.5
5655,15659,72564960,12832.0
5656,15660,72580620,12832.5
5657,15661,72596281,12833.0
5658,15662,72611943,12833.5
5659,15663,72627606,12834.0
5660,15664,72643270,12834.5
5661,15665,72658935,12835.0
5662,15666,72674601,12835.5
5663,15667,72690268,12836.0
5664,15668,72705936,12836.5
5665,15669,72721605,12837.0
5666,15670,72737275,12837.5
5667,15671,72752946,12838.0
5668,15672,72768618,12838.5
5669,15673,72784291,12839.0
5670,15674,72799965,12839.5
5671,15675,72815640,12840.0
5672,15676,72831316,12840.5
5673,15677,72846993,12841.0
5674,15678,72862671,12841.5
5675,15679,72878350,12842.0
5676,15680,72894030,12842.5
5677,15681,72909711,12843.0
5678,15682,72925393,12843.5
5679,15683,72941076,12844.0
5680,15684,72956760,12844.5
5681,15685,72972445,12845.0
5682,15686,72988131,12845.5
5683,15687,73003818,12846.0
5684,15688,73019506,12846.5
5685,15689,73035195,12847.0
5686,15690,73050885,12847.5
5687,15691,73066576,12848.0
5688,15692,73082268,12848.5
5689,15693,73097961,12849.0
5690,15694,73113655,12849.5
5691,15695,73129350,12850.0
5692,15696,73145046,12850.5
5693,15697,73160743,12851.0
5694,15698,73176441,12851.5
5695,15699,73192140,12852.0
5696,15700,73207840,12852.5
5697,15701,73223541,12853.0
5698,15702,73239243,12853.5
5699,15703,73254946,12854.0
5700,15704,73270650,12854.5
5701,15705,73286355,12855.0
5702,15706,73302061,12855.5
5703,15707,73317768,12856.0
5704,15708,73333476,12856.5
5705,15709,73349185,12857.0
5706,15710,73364895,12857.5
5707,15711,73380606,12858.0
5708,15712,73396318,12858.5
5709,15713,73412031,12859.0
5710,15714,73427745,12859.5
5711,15715,73443460,12860.0
5712,15716,73459176,12860.5
5713,15717,73474893,12861.0
5714,15718,73490611,12861.5
5715,15719,73506330,12862.0
5716,15720,73522050,12862.5
5717,15721,73537771,12863.0
5718,15722,73553493,12863.5
5719,15723,73569216,12864.0
5720,15724,73584940,12864.5
5721,15725,73600665,12865.0
5722,15726,73616391,12865.5
5723,15727,73632118,12866.0
5724,15728,73647846,12866.5
5725,15729,73663575,12867.0
5726,15730,73679305,12867.5
5727,15731,73695036,12868.0
5728,15732,73710768,12868.5
5729,15733,73726501,12869.0
5730,15734,73742235,12869.5
5731,15735,73757970,12870.0
5732,15736,73773706,12870.5
5733,15737,73789443,12871.0
5734,15738,73805181,12871.5
5735,15739,73820920,12872.0
5736,15740,73836660,12872.5
5737,15741,73852401,12873.0
5738,15742,73868143,12873.5
5739,15743,73883886,12874.0
5740,15744,73899630,12874.5
5741,15745,73915375,12875.0
5742,15746,73931121,12875.5
5743,15747,73946868,12876.0
5744,15748,73962616,12876.5
5745,15749,73978365,12877.0
5746,15750,73994115,12877.5
5747,15751,74009866,12878.0
5748,15752,74025618,12878.5
5749,15753,74041371,12879.0
5750,15754,74057125,12879.5
5751,15755,74072880,12880.0
5752,15756,74088636,12880.5
5753,15757,74104393,12881.0
5754,15758,74120151,12881.5
5755,15759,74135910,12882.0
5756,15760,74151670,12882.5
5757,15761,74167431,12883.0
5758,15762,74183193,12883.5
5759,15763,74198956,12884.0
5760,15764,74214720,12884.5
5761,15765,74230485,12885.0
5762,15766,74246251,12885.5
5763,15767,74262018,12886.0
5764,15768,74277786,12886.5
5765,15769,74293555,12887.0
5766,15770,74309325,12887.5
5767,15771,74325096,12888.0
5768,15772,74340868,12888.5
5769,15773,74356641,12889.0
5770,15774,74372415,12889.5
5771,15775,74388190,12890.0
5772,15776,74403966,12890.5
5773,15777,74419743,12891.0
5774,15778,74435521,12891.5
5775,15779,74451300,12892.0
5776,15780,74467080,12892.5
5777,15781,74482861,12893.0
5778,15782,74498643,12893.5
5779,15783,74514426,12894.0
5780,15784,74530210,12894.5
5781,15785,74545995,12895.0
5782,15786,74561781,12895.5
5783,15787,74577568,12896.0
5784,15788,74593356,12896.5
5785,15789,74609145,12897.0
5786,15790,74624935,12897.5
5787,15791,74640726,12898.0
5788,15792,74656518,12898.5
5789,15793,74672311,12899.0
5790,15794,74688105,12899.5
5791,15795,74703900,12900.0
5792,15796,74719696,12900.5
5793,15797,74735493,12901.0
5794,15798,74751291,12901.5
5795,15799,74767090,12902.0
5796,15800,74782890,12902.5
5797,15801,74798691,12903.0
5798,15802,74814493,12903.5
5799,15803,74830296,12904.0
5800,15804,74846100,12904.5
5801,15805,74861905,12905.0
5802,15806,74877711,12905.5
5803,15807,74893518,12906.0
5804,15808,74909326,12906.5
5805,15809,74925135,12907.0
5806,15810,74940945,12907.5
5807,15811,74956756,12908.0
5808,15812,74972568,12908.5
5809,15813,74988381,12909.0
5810,15814,75004195,12909.5
5811,15815,75020010,12910.0
5812,15816,75035826,12910.5
5813,15817,75051643,12911.0
5814,15818,75067461,12911.5
5815,15819,75083280,12912.0
5816,15820,75099100,12912.5
5817,15821,75114921,12913.0
5818,15822,75130743,12913.5
5819,15823,75146566,12914.0
5820,15824,75162390,12914.5
5821,15825,75178215,12915.0
5822,15826,75194041,12915.5
5823,15827,75209868,12916.0
5824,15828,75225696,12916.5
5825,15829,75241525,12917.0
5826,15830,75257355,12917.5
5827,15831,75273186,12918.0
5828,15832,75289018,12918.5
5829,15833,75304851,12919.0
5830,15834,75320685,12919.5
5831,15835,75336520,12920.0
5832,15836,75352356,12920.5
5833,15837,75368193,12921.0
5834,15838,75384031,12921.5
5835,15839,75399870,12922.0
5836,15840,75415710,12922.5
5837,15841,75431551,12923.0
5838,15842,75447393,12923.5
5839,15843,75463236,12924.0
5840,15844,75479080,12924.5
5841,15845,75494925,12925.0
5842,15846,75510771,12925.5
5843,15847,75526618,12926.0
5844,15848,75542466,12926.5
5845,15849,75558315,12927.0
5846,15850,75574165,12927.5
5847,15851,75590016,12928.0
5848,15852,75605868,12928.5
5849,15853,75621721,12929.0
5850,15854,75637575,12929.5
5851,15855,75653430,12930.0
5852,15856,75669286,12930.5
5853,15857,75685143,12931.0
5854,15858,75701001,12931.5
5855,15859,75716860,12932.0
5856,15860,75732720,12932.5
5857,15861,75748581,12933.0
5858,15862,75764443,12933.5
5859,15863,75780306,12934.0
5860,15864,75796170,12934.5
5861,15865,75812035,12935.0
5862,15866,75827901,12935.5
5863,15867,75843768,12936.0
5864,15868,75859636,12936.5
5865,15869,75875505,12937.0
5866,15870,75891375,12937.5
5867,15871,75907246,12938.0
5868,15872,75923118,12938.5
5869,15873,75938991,12939.0
5870,15874,75954865,12939.5
5871,15875,75970740,12940.0
5872,15876,75986616,12940.5
5873,15877,76002493,12941.0
5874,15878,76018371,12941.5
5875,15879,76034250,12942.0
5876,15880,76050130,12942.5
5877,15881,76066011,12943.0
5878,15882,76081893,12943.5
5879,15883,76097776,12944.0
5880,15884,76113660,12944.5
5881,15885,76129545,12945.0
5882,15886,76145431,12945.5
5883,15887,76161318,12946.0
5884,15888,76177206,12946.5
5885,15889,76193095,12947.0
5886,15890,76208985,12947.5
5887,15891,76224876,12948.0
5888,15892,76240768,12948.5
5889,15893,76256661,12949.0
5890,15894,76272555,12949.5
5891,15895,76288450,12950.0
5892,15896,76304346,12950.5
5893,15897,76320243,12951.0
5894,15898,76336141,12951.5
5895,15899,76352040,12952.0
5896,15900,76367940,12952.5
5897,15901,76383841,12953.0
5898,15902,76399743,12953.5
5899,15903,76415646,12954.0
5900,15904,76431550,12954.5
5901,15905,76447455,12955.0
5902,15906,76463361,12955.5
5903,15907,76479268,12956.0
5904,15908,76495176,12956.5
5905,15909,76511085,12957.0
5906,15910,76526995,12957.5
5907,15911,76542906,12958.0
5908,15912,76558818,12958.5
5909,15913,76574731,12959.0
5910,15914,76590645,12959.5
5911,15915,76606560,12960.0
5912,15916,76622476,12960.5
5913,15917,76638393,12961.0
5914,15918,76654311,12961.5
5915,15919,76670230,12962.0
5916,15920,76686150,12962.5
5917,15921,76702071,12963.0
5918,15922,76717993,12963.5
5919,15923,76733916,12964.0
5920,15924,76749840,12964.5
5921,15925,76765765,12965.0
5922,15926,76781691,12965.5
5923,15927,76797618,12966.0
5924,15928,76813546,12966.5
5925,15929,76829475,12967.0
5926,15930,76845405,12967.5
5927,15931,76861336,12968.0
5928,15932,76877268,12968.5
5929,15933,76893201,12969.0
5930,15934,76909135,12969.5
5931,15935,76925070,12970.0
5932,15936,76941006,12970.5
5933,15937,76956943,12971.0
5934,15938,76972881,12971.5
5935,15939,76988820,12972.0
5936,15940,77004760,12972.5
5937,15941,77020701,12973.0
5938,15942,77036643,12973.5
5939,15943,77052586,12974.0
5940,15944,77068530,12974.5
5941,15945,77084475,12975.0
5942,15946,77100421,12975.5
5943,15947,77116368,12976.0
5944,15948,77132316,12976.5
5945,15949,77148265,12977.0
5946,15950,77164215,12977.5
5947,15951,77180166,12978.0
5948,15952,77196118,12978.5
5949,15953,77212071,12979.0
5950,15954,77228025,12979.5
5951,15955,77243980,12980.0
5952,15956,77259936,12980.5
5953,15957,77275893,12981.0
5954,15958,77291851,12981.5
5955,15959,77307810,12982.0
5956,15960,77323770,12982.5
5957,15961,77339731,12983.0
5958,15962,77355693,12983.5
5959,15963,77371656,12984.0
5960,15964,77387620,12984.5
5961,15965,77403585,12985.0
5962,15966,77419551,12985.5
5963,15967,77435518,12986.0
5964,15968,77451486,12986.5
5965,15969,77467455,12987.0
5966,15970,77483425,12987.5
5967,15971,77499396,12988.0
5968,15972,77515368,12988.5
5969,15973,77531341,12989.0
5970,15974,77547315,12989.5
5971,15975,77563290,12990.0
5972,15976,77579266,12990.5
5973,15977,77595243,12991.0
5974,15978,77611221,12991.5
5975,15979,77627200,12992.0
5976,15980,77643180,12992.5
5977,15981,77659161,12993.0
5978,15982,77675143,12993.5
5979,15983,77691126,12994.0
5980,15984,77707110,12994.5
5981,15985,77723095,12995.0
5982,15986,77739081,12995.5
5983,15987,77755068,12996.0
5984,15988,77771056,12996.5
5985,15989,77787045,12997.0
5986,15990,77803035,12997.5
5987,15991,77819026,12998.0
5988,15992,77835018,12998.5
5989,15993,77851011,12999.0
5990,15994,77867005,12999.5
5991,15995,77883000,13000.0
5992,15996,77898996,13000.5
5993,15997,77914993,13001.0
5994,15998,77930991,13001.5
5995,15999,77946990,13002.0
5996,16000,77962990,13002.5
5997,16001,77978991,13003.0
5998,16002,77994993,13003.5
5999,16003,78010996,13004.0
6000,16004,78027000,13004.5
6001,16005,78043005,13005.0
6002,16006,78059011,13005.5
6003,16007,78075018,13006.0
6004,16008,78091026,13006.5
6005,16009,78107035,13007.0
6006,16010,78123045,13007.5
6007,16011,78139056,13008.0
6008,16012,78155068,13008.5
6009,16013,78171081,13009.0
6010,16014,78187095,13009.5
6011,16015,78203110,13010.0
6012,16016,78219126,13010.5
6013,16017,78235143,13011.0
6014,16018,78251161,13011.5
6015,16019,78267180,13012.0
6016,16020,78283200,13012.5
6017,16021,78299221,13013.0
6018,16022,78315243,13013.5
6019,16023,78331266,13014.0
6020,16024,78347290,13014.5
6021,16025,78363315,13015.0
6022,16026,78379341,13015.5
6023,16027,78395368,13016.0
6024,16028,78411396,13016.5
6025,16029,78427425,13017.0
6026,16030,78443455,13017.5
6027,16031,78459486,13018.0
6028,16032,78475518,13018.5
6029,16033,78491551,13019.0
6030,16034,78507585,13019.5
6031,16035,78523620,13020.0
6032,16036,78539656,13020.5
6033,16037,78555693,13021.0
6034,16038,78571731,13021.5
6035,16039,78587770,13022.0
6036,16040,78603810,13022.5
